Smiles,Tg
O=C(N1C2=C(CC)C=C(C)C(N3C(C4=CC=C(C([*])=O)C=C4C3=O)=O)=C2CC)C5=CC([*])=CC=C5C1=O,385
O=C(N1C2=C(C)C=CC(N3C(C4=CC=C(C([*])=O)C=C4C3=O)=O)=C2C)C5=CC([*])=CC=C5C1=O,384
O=C(N1C2=C(C)C=CC(N3C(C4=CC=C(C([*])=O)C=C4C3=O)=O)=C2)C5=CC([*])=CC=C5C1=O,315
O=C(N1C2=C(C)C=C(CC3=CC(C)=C(N4C(C5=CC=C(C([*])=O)C=C5C4=O)=O)C(C)=C3)C=C2C)C6=CC([*])=CC=C6C1=O,309
O=C(N1C2=C(C)C=C(C)C(N3C(C4=CC=C(C([*])=O)C=C4C3=O)=O)=C2C)C5=CC([*])=CC=C5C1=O,398
O=C(N1C2=C(C(C)=C(C(C)=C2C)[*])C)C3=CC4=C(C=C3C1=O)C(C(F)(F)F)(C5=C(O4)C=C6C(C(N(C6=O)[*])=O)=C5)C7=CC=CC=C7,394
O=C(N1[*])C2=C(C1=O)C=C3C(C(N(C4=CC=CC=C4C(C5=CC=C([*])C=C5)=O)C3=O)=O)=C2,321
O=C(N1[*])C2=C(C1=O)C=C3C(C(N(C4=CC=C(OC5=CC=C(C(C(F)(F)F)(C(F)(F)F)C6=CC=C(OC7=CC=C([*])C=C7)C=C6)C=C5)C=C4)C3=O)=O)=C2,310
O=C(N1[*])C2=C(C1=O)C=C3C(C(N(C4=CC=C(OC5=CC=C([*])C=C5)C=C4)C3=O)=O)=C2,361
O=C(N1[*])C2=C(C1=O)C=C3C(C(N(C4=CC=C(C(C5=CC=C([*])C=C5)=O)C=C4)C3=O)=O)=C2,424
O=C(N1[*])C2=C(C1=O)C=C3C(C(N(C4=CC=C(C(C(F)(F)F)(C(F)(F)F)C5=CC=C([*])C=C5)C=C4)C3=O)=O)=C2,345
O=C(N1[*])C2=C(C1=O)C=C3C(C(N(C4=CC(OC5=CC=CC([*])=C5)=CC=C4)C3=O)=O)=C2,287
O=C(N1[*])C2=C(C1=O)C=C3C(C(N(C4=CC(OC5=CC=C(C(C(F)(F)F)(C(F)(F)F)C6=CC=C(OC7=CC=CC([*])=C7)C=C6)C=C5)=CC=C4)C3=O)=O)=C2,218
O=C(N1[*])C2=C(C1=O)C=C3C(C(N(C4=CC(C(C5=CC=CC([*])=C5)=O)=CC=C4)C3=O)=O)=C2,321
O=C(N1[*])C2=C(C1=O)C=C3C(C(N(C4=CC(C(C5=CC=C([*])C=C5)=O)=CC=C4)C3=O)=O)=C2,341
O=C(N1[*])C2=C(C1=O)C=C3C(C(N(C4=CC(C(C(F)(F)F)(C(F)(F)F)C5=CC=CC([*])=C5)=CC=C4)C3=O)=O)=C2,296
O=C(C1=CC2=C(C(N([*])C2=O)=O)C=C13)N(C4=CC=C(P(C5=CC=C([*])C=C5)(C6=CC=CC=C6)=O)C=C4)C3=O,425
O=C(C1=CC2=C(C(N([*])C2=O)=O)C=C13)N(C4=CC=C(OC5=CC=C(P(C6=CC=C(OC7=CC=CC([*])=C7)C=C6)(C8=CC=CC=C8)=O)C=C5)C=C4)C3=O,254
O=C(C1=CC2=C(C(C3=CC=CC=C3)(C(F)(F)F)C4=C(O2)C=C5C(C(N([*])C5=O)=O)=C4)C=C16)N(C7=CC=C(C8=C(OC(F)(F)F)C=C([*])C=C8)C(OC(F)(F)F)=C7)C6=O,400
O=C(C1=CC2=C(C(C3=CC=CC=C3)(C(F)(F)F)C4=C(O2)C=C5C(C(N([*])C5=O)=O)=C4)C=C16)N(C7=CC=C(C8=C(C(F)(F)F)C=C([*])C=C8)C(C(F)(F)F)=C7)C6=O,400
O=C(C1=CC2=C(C(C(F)(F)F)(C(F)(F)F)C3=C(O2)C=C4C(C(N([*])C4=O)=O)=C3)C=C15)N(C6=CC=C(C7=C(OC(F)(F)F)C=C([*])C=C7)C(OC(F)(F)F)=C6)C5=O,375
O=C(C1=CC2=C(C(C(F)(F)F)(C(F)(F)F)C3=C(O2)C=C4C(C(N([*])C4=O)=O)=C3)C=C15)N(C6=CC=C(C7=C(OC(F)(C)F)C=C([*])C=C7)C(OC(F)(C)F)=C6)C5=O,363
O=C(C1=CC2=C(C(C(F)(F)F)(C(F)(F)F)C3=C(O2)C=C4C(C(N([*])C4=O)=O)=C3)C=C15)N(C6=CC=C(C7=C(C(F)(F)F)C=C([*])C=C7)C(C(F)(F)F)=C6)C5=O,420
O=C(C1=CC=C(C2=CC=C3C(C(N([*])C3=O)=O)=C2)C=C14)N(C5=CC=C(P(C6=CC=C([*])C=C6)(C7=CC=CC=C7)=O)C=C5)C4=O,371
O=C(C1=CC=C(C2=CC=C3C(C(N([*])C3=O)=O)=C2)C=C14)N(C5=CC=C(OC6=CC=C(P(C7=CC=C(OC8=CC=CC([*])=C8)C=C7)(C9=CC=CC=C9)=O)C=C6)C=C5)C4=O,241
O=C(C1=CC=C(C2=CC=C3C(C(N([*])C3=O)=O)=C2)C=C14)N(C5=CC=C(C6=C(OC(F)(F)F)C=C([*])C=C6)C(OC(F)(F)F)=C5)C4=O,335
O=C(C1=CC=C(C2=CC=C3C(C(N([*])C3=O)=O)=C2)C=C14)N(C5=CC=C(C6=C(C(F)(F)F)C=C([*])C=C6)C(C(F)(F)F)=C5)C4=O,330
O=C(C1=CC=C(C2=CC=C(C3=O)C(C(N3[*])=O)=C2)C=C14)N(C5=CC=C([*])C=C5)C4=O,400
O=C(C1=CC=C(C2=CC(C(N3[*])=O)=C(C3=O)C=C2)C=C14)N(C5=CC=CC([*])=C5)C4=O,332
O=C(C1=CC=C(C2=CC(C(N3[*])=O)=C(C3=O)C=C2)C=C14)N(C5=CC=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)F)C([*])=C5)C4=O,230
O=C(C1=CC=C(C2=CC(C(N3[*])=O)=C(C3=O)C=C2)C=C14)N(C5=CC=C(OCC(F)(C(F)(C(F)(F)F)F)F)C([*])=C5)C4=O,300
O=C(C1=CC=C(C2=CC(C(N3[*])=O)=C(C3=O)C=C2)C=C14)N(C5=CC=C(OCC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)C([*])=C5)C4=O,262
O=C(C1=CC=C(C2=CC(C(N3[*])=O)=C(C3=O)C=C2)C=C14)N(C5=CC=C(OCC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)F)C([*])=C5)C4=O,250
O=C(C1=CC=C(C2=CC(C(N3[*])=O)=C(C3=O)C=C2)C=C14)N(C5=CC=C(OC6=CC=C(C(C7=CC=C(OC8=CC=C([*])C=C8)C=C7)(C(F)(F)F)C(F)(F)F)C=C6)C=C5)C4=O,237
O=C(C1=CC=C(C2=CC(C(N3[*])=O)=C(C3=O)C=C2)C=C14)N(C5=CC=C(OC6=CC=C(C(C)(C7=CC=C(OC8=CC=C([*])C=C8)C=C7)C)C=C6)C=C5)C4=O,229
O=C(C1=CC=C(C(C2=CC(C(N3C)=O)=C(C3=O)C=C2)=O)C=C14)N(C(N(C5=O)C(C6=C5C=CC=C6)=O)C[*])C4=O,185
O=C(C1=CC=C(C(C(F)(F)F)(C(F)(F)F)C2=CC(C(N3C)=O)=C(C3=O)C=C2)C=C14)N(C(N(C5=O)C(C6=C5C=CC=C6)=O)C[*])C4=O,175
O=C(C1=CC=C([*])C=C12)N(C3=CC=CC=C3C(C4=CC=CC=C4N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)=O)C2=O,289
O=C(C1=CC=C([*])C=C12)N(C3=CC=CC=C3C(C4=CC=CC(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)=C4)=O)C2=O,259
O=C(C1=CC=C([*])C=C12)N(C3=CC=CC=C3C(C4=CC=C(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)C=C4)=O)C2=O,289
O=C(C1=CC=C([*])C=C12)N(C3=CC=CC(OC4=CC=CC(OC5=CC=CC(N6C(C7=CC(O[*])=CC=C7C6=O)=O)=C5)=C4)=C3)C2=O,187
O=C(C1=CC=C([*])C=C12)N(C3=CC=CC(OC4=CC=CC(OC5=CC=CC(N6C(C7=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C7C6=O)=O)=C5)=C4)=C3)C2=O,206
O=C(C1=CC=C([*])C=C12)N(C3=CC=CC(OC4=CC=CC(OC5=CC=CC(N6C(C7=CC([*])=CC=C7C6=O)=O)=C5)=C4)=C3)C2=O,204
O=C(C1=CC=C([*])C=C12)N(C3=CC=CC(N4C(C5=CC(C([*])=O)=CC=C5C4=O)=O)=C3)C2=O,308
O=C(C1=CC=C([*])C=C12)N(C3=CC=CC(N4C(C5=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C5C4=O)=O)=C3)C2=O,303
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(S(C4=CC=C(N5C(C6=CC(O[*])=CC=C6C5=O)=O)C=C4)(=O)=O)C=C3)C2=O,310
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(S(C4=CC=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)(=O)=O)C=C3)C2=O,336
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(S(C4=CC=C(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)C=C4)(=O)=O)C=C3)C2=O,307
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(S(C4=CC=C(N5C(C6=CC([*])=CC=C6C5=O)=O)C=C4)(=O)=O)C=C3)C2=O,330
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(P(C4=CC=C(N5C(C6=CC(O[*])=CC=C6C5=O)=O)C=C4)(C7=CC=CC=C7)=O)C=C3)C2=O,311
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(P(C4=CC=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)(C7=CC=CC=C7)=O)C=C3)C2=O,345
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)F)C(N4C(C5=CC(C([*])=O)=CC=C5C4=O)=O)=C3)C2=O,194
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)F)C(N4C(C5=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C5C4=O)=O)=C3)C2=O,189
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OCC(F)(C(F)(C(F)(F)F)F)F)C(N4C(C5=CC(C([*])=O)=CC=C5C4=O)=O)=C3)C2=O,262
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OCC(F)(C(F)(C(F)(F)F)F)F)C(N4C(C5=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C5C4=O)=O)=C3)C2=O,266
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OCC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)C(N4C(C5=CC(C([*])=O)=CC=C5C4=O)=O)=C3)C2=O,229
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OCC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)C(N4C(C5=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C5C4=O)=O)=C3)C2=O,228
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OCC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)F)C(N4C(C5=CC(C([*])=O)=CC=C5C4=O)=O)=C3)C2=O,223
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OCC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)F)C(N4C(C5=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C5C4=O)=O)=C3)C2=O,226
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=CC(OC5=CC=C(N6C(C7=CC(O[*])=CC=C7C6=O)=O)C=C5)=C4)C=C3)C2=O,200
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=CC(OC5=CC=C(N6C(C7=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C7C6=O)=O)C=C5)=C4)C=C3)C2=O,229
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(P(C5=CC=C(OC6=CC=CC(N7C(C8=CC(O[*])=CC=C8C7=O)=O)=C6)C=C5)(C9=CC=CC=C9)=O)C=C4)C=C3)C2=O,240
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(P(C5=CC=C(OC6=CC=CC(N7C(C8=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C8C7=O)=O)=C6)C=C5)(C9=CC=CC=C9)=O)C=C4)C=C3)C2=O,220
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(P(C5=CC=C(OC6=CC=CC(N7C(C8=CC(C([*])=O)=CC=C8C7=O)=O)=C6)C=C5)(C9=CC=CC=C9)=O)C=C4)C=C3)C2=O,232
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(OC5=CC=C(N6C(C7=CC(O[*])=CC=C7C6=O)=O)C=C5)C=C4)C=C3)C2=O,250
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(OC5=CC=C(N6C(C7=CC([*])=CC=C7C6=O)=O)C=C5)C=C4)C=C3)C2=O,278
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(N5C(C6=CC=C(OC7=CC=C(C=CC=C8)C8=C7C9=C(O[*])C=CC%10=C9C=CC=C%10)C=C6C5=O)=O)C=C4)C=C3)C2=O,274
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(N5C(C6=CC=C(C(OC7=CC=C(C=CC=C8)C8=C7C9=C(OC([*])=O)C=CC%10=C9C=CC=C%10)=O)C=C6C5=O)=O)C=C4)C=C3)C2=O,257
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(N5C(C6=CC=C(C(NC7=CC=C(C=CC=C8)C8=C7C9=C(NC([*])=O)C=CC%10=C9C=CC=C%10)=O)C=C6C5=O)=O)C=C4)C=C3)C2=O,287.8
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(N5C(C6=CC(O[*])=CC=C6C5=O)=O)C=C4)C=C3)C2=O,242
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(N5C(C6=CC(C(O[Si](C)(O[Si](C)(O[Si](C)(C)C)C)C)[*])=CC=C6C5=O)=O)C=C4)C=C3)C2=O,167
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(N5C(C6=CC(C(O[Si](C)(C)C)[*])=CC=C6C5=O)=O)C=C4)C=C3)C2=O,210
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(N5C(C6=CC(C(O)[*])=CC=C6C5=O)=O)C=C4)C=C3)C2=O,250
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C=C3)C2=O,288
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(C(C5=CC=C(OC6=CC=C(N7C(C8=CC(C([*])=O)=CC=C8C7=O)=O)C=C6)C=C5)(C(F)(F)F)C(F)(F)F)C=C4)C=C3)C2=O,236
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(C(C5=CC=C(OC6=CC=C(N7C(C8=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C8C7=O)=O)C=C6)C=C5)(C(F)(F)F)C(F)(F)F)C=C4)C=C3)C2=O,234
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(C(C)(C5=CC=C(OC6=CC=C(N7C(C8=CC(C([*])=O)=CC=C8C7=O)=O)C=C6)C=C5)C)C=C4)C=C3)C2=O,206
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(C(C)(C5=CC=C(OC6=CC=C(N7C(C8=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C8C7=O)=O)C=C6)C=C5)C)C=C4)C=C3)C2=O,249
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(C(C(F)(F)F)(C(F)(F)F)C5=CC=C(OC6=CC=C(N7C(C8=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C8C7=O)=O)C=C6)C=C5)C=C4)C=C3)C2=O,262
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(C(C(F)(F)F)(C(F)(F)F)C(C=C5)=CC=C5OC6=CC=C(N7C(C8=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C8C7=O)=O)C=C6)C=C4)C=C3)C2=O,231.7
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=C(F)C(F)=C(OC5=CC=C(N6C(C7=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C7C6=O)=O)C=C5)C(F)=C4F)C=C3)C2=O,243.8
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=C(F)C(F)=C(C5=C(F)C(F)=C(OC6=CC=C(N7C(C8=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C8C7=O)=O)C=C6)C(F)=C5F)C(F)=C4F)C=C3)C2=O,271.2
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(N4C(C5=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C5C4=O)=O)C=C3F)C2=O,370
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(N4C(C5=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C5C4=O)=O)C=C3C(F)(F)F)C2=O,366
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(N4C(C5=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C5C4=O)=O)C=C3)C2=O,370
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(N4C(C5=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C5C4=O)=O)C=C3F)C2=O,370
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(N4C(C5=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C5C4=O)=O)C=C3)C2=O,370
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(N4C(C5=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C5C4=O)=O)C=C3)C2=O,360
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(CC4=CC=C(N5C(C6=CC=C(C(NC7=CC=C(C=CC=C8)C8=C7C9=C(NC([*])=O)C=CC%10=C9C=CC=C%10)=O)C=C6C5=O)=O)C=C4)C=C3)C2=O,285.4
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(CC4=CC=C(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)C=C4)C=C3)C2=O,284
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(I)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(I)=C3)C2=O,319
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(Cl)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(Cl)=C3)C2=O,336
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C5=CC=CC=C5C(F)(F)F)C=C(N6C(C7=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C7C6=O)=O)C=C4)C(C8=CC=CC=C8C(F)(F)F)=C3)C2=O,289
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C5=CC=CC(C(F)(F)F)=C5)C=C(N6C(C7=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C7C6=O)=O)C=C4)C(C8=CC=CC(C(F)(F)F)=C8)=C3)C2=O,278
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C5=CC=C(C6=CC=CC=C6)C=C5)C=C(N7C(C8=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C8C7=O)=O)C=C4)C(C9=CC=C(C%10=CC=CC=C%10)C=C9)=C3)C2=O,285
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C5=CC=C(C)C=C5)C=C(N6C(C7=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C7C6=O)=O)C=C4)C(C8=CC=C(C)C=C8)=C3)C2=O,286
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C5=CC=C(C(F)(F)F)C=C5)C=C(N6C(C7=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C7C6=O)=O)C=C4)C(C8=CC=C(C(F)(F)F)C=C8)=C3)C2=O,283
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C5=CC(C(F)(F)F)=CC(C(F)(F)F)=C5)C=C(N6C(C7=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C7C6=O)=O)C=C4)C(C8=CC(C(F)(F)F)=CC(C(F)(F)F)=C8)=C3)C2=O,263
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(C)=C3)C2=O,325
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C(F)(F)F)C=C(N5C(C6=CC(S([*])(=O)=O)=CC=C6C5=O)=O)C=C4)C(C(F)(F)F)=C3)C2=O,320
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C(F)(F)F)C=C(N5C(C6=CC(O[*])=CC=C6C5=O)=O)C=C4)C(C(F)(F)F)=C3)C2=O,275
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C(F)(F)F)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(C(F)(F)F)=C3)C2=O,362
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C(F)(F)F)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(C(F)(F)F)=C3)C2=O,335
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C(F)(F)F)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(C(F)(F)F)=C3)C2=O,327
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C(F)(F)F)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(C(F)(F)F)=C3)C2=O,320
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C(F)(F)F)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(C(F)(F)F)=C3)C2=O,315
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C#N)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(C#N)=C3)C2=O,331
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(Br)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(Br)=C3)C2=O,329
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C(OC4=CC=C(C=CC=C5)C5=C4C6=C(OC(C7=CC=C(N8C(C9=CC(C(OC%10=CC=C(C=CC=C%11)C%11=C%10C%12=C(OC([*])=O)C=CC%13=C%12C=CC=C%13)=O)=CC=C9C8=O)=O)C=C7)=O)C=CC%14=C6C=CC=C%14)=O)C=C3)C2=O,266.5
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C(OC4=CC=C(C=CC=C5)C5=C4C6=C(OC(C7=CC=C(N8C(C9=CC(C([*])=O)=CC=C9C8=O)=O)C=C7)=O)C=CC%10=C6C=CC=C%10)=O)C=C3)C2=O,273.5
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C(C4=CC=C(N5C(C6=CC(O[*])=CC=C6C5=O)=O)C=C4)=O)C=C3)C2=O,274
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C(C4=CC=C(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)C=C4)=O)C=C3)C2=O,293
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C(C4=CC=C(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)C=C4)=O)C=C3)C2=O,285
O=C(C1=CC=C([*])C=C12)N(C3=CC(S(C4=CC=CC(N5C(C6=CC(O[*])=CC=C6C5=O)=O)=C4)(=O)=O)=CC=C3)C2=O,253
O=C(C1=CC=C([*])C=C12)N(C3=CC(S(C4=CC=CC(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)=C4)(=O)=O)=CC=C3)C2=O,279
O=C(C1=CC=C([*])C=C12)N(C3=CC(S(C4=CC=CC(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)=C4)(=O)=O)=CC=C3)C2=O,273
O=C(C1=CC=C([*])C=C12)N(C3=CC(S(C4=CC=CC(N5C(C6=CC([*])=CC=C6C5=O)=O)=C4)(=O)=O)=CC=C3)C2=O,260
O=C(C1=CC=C([*])C=C12)N(C3=CC(OC4=CC=CC(N5C(C6=CC(O[*])=CC=C6C5=O)=O)=C4)=CC=C3)C2=O,205
O=C(C1=CC=C([*])C=C12)N(C3=CC(OC4=CC=CC(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)=C4)=CC=C3)C2=O,244
O=C(C1=CC=C([*])C=C12)N(C3=CC(OC4=CC=C(N5C(C6=CC(O[*])=CC=C6C5=O)=O)C=C4)=CC=C3)C2=O,219
O=C(C1=CC=C([*])C=C12)N(C3=CC(OC4=CC=C(C(C(F)(F)F)(C(F)(F)F)C5=CC=C(OC6=CC=CC(N7C(C8=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C8C7=O)=O)=C6)C=C5)C=C4)=CC=C3)C2=O,224
O=C(C1=CC=C([*])C=C12)N(C3=CC(CC4=CC=CC(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)=C4)=CC=C3)C2=O,232
O=C(C1=CC=C([*])C=C12)N(C3=CC(C)=C(N4C(C5=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C5C4=O)=O)C=C3C)C2=O,379
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(F)(F)F)=CC(N4C(C5=CC(S([*])(=O)=O)=CC=C5C4=O)=O)=C3)C2=O,310
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(F)(F)F)=CC(N4C(C5=CC(O[*])=CC=C5C4=O)=O)=C3)C2=O,274
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(F)(F)F)=CC(N4C(C5=CC(CC6=CC=CC(C([*])=O)=C6)=CC=C5C4=O)=O)=C3)C2=O,253
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(F)(F)F)=CC(N4C(C5=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C5C4=O)=O)=C3)C2=O,297
